key,count
source,15
building,12
highway,4
waterway,3
name,1
tiger:name_base,1
tiger:county,1
tiger:cfcc,1
tiger:name_direction_suffix,1
natural,1
tiger:reviewed,1
tiger:name_type,1
wetland,1
