key,value,count,patch
building,yes,112,kitsap_39.tif
building,residential,2,kitsap_39.tif
highway,residential,11,kitsap_39.tif
highway,turning_circle,5,kitsap_39.tif
highway,tertiary,1,kitsap_39.tif
landuse,residential,2,kitsap_39.tif
