key,count
source,59
building,55
start_date,55
source:date,55
ref:bag,55
highway,15
landuse,15
surface,13
tracktype,9
name,7
maxspeed,5
type,4
access,3
lane_markings,3
zone:traffic,3
natural,3
amenity,2
backrest,1
material,1
check_date,1
smoothness,1
service,1
