key,count
highway,16
service,9
tiger:county,6
tiger:name_base,6
tiger:cfcc,6
tiger:name_type,6
tiger:reviewed,5
name,4
tiger:name_direction_suffix,3
access,3
tiger:name_direction_prefix,3
barrier,1
lanes,1
